,Country,Transportation Mode,Order Type,Fulfillment Method,Product Category,Vendor Incoterm,Reason Code,Reason Code Duration,Item Tracer Category,Illustrative Price,Ordered Quantity,Shipped Quantity,TLP Indicator,Deliver,Process PO/DO,USAID Approval,RO Validation,Sourcing and Planning,Manufacture,Pick Up,Quality Assurance,Estimated Lead Time in Days,Estimated Lead Time in Days,Average Days Late,Estimated Lead Time in Days,Estimated Lead Time in Days,Order Cycle Time
6059,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Other Non-Pharma,18.38,25,25,DCP,15.0,39.0,0.0,6.0,35.0,80.0,28.0,-63.5,119.0,119.0,-1.0,119.0,119.0,143
6067,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Other Non-Pharma,18.38,15,15,DCP,15.0,39.0,0.0,6.0,35.0,130.0,28.0,-63.5,182.0,182.0,-13.0,182.0,182.0,193
6097,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Other Non-Pharma,18.38,30,30,DCP,15.0,39.0,0.0,6.0,35.0,113.0,28.0,-63.5,154.0,154.0,-2.0,154.0,154.0,176
6103,Zambia,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,-45.0,Other Pharma,0.72,19500,19500,GSC,31.0,64.0,3.0,7.0,62.0,-43.0,36.0,35.0,133.0,133.0,-7.0,133.0,133.0,153
6106,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Other Non-Pharma,18.38,30,30,DCP,15.0,19.0,0.0,6.0,35.0,135.0,28.0,-63.5,161.0,161.0,-7.0,161.0,161.0,164
6108,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Other Non-Pharma,18.38,30,30,DCP,15.0,39.0,0.0,6.0,35.0,158.0,28.0,-63.5,210.0,210.0,-14.0,210.0,210.0,221
6137,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,15,15,DCP,15.0,20.0,0.0,6.0,35.0,220.0,28.0,-63.5,70.0,70.0,115.0,70.0,70.0,254
6142,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,1,1,DCP,19.0,177.0,0.0,5.0,84.0,20.0,34.5,13.0,154.0,154.0,40.0,154.0,154.0,251
6147,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,396.42,17,17,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6148,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,937.19,4,4,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6157,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,950.0,24,24,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6158,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,385.0,41,41,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6160,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,47.99,10500,10500,DCP,15.0,21.0,2.0,6.0,35.0,177.0,28.0,-63.5,140.0,140.0,50.0,140.0,140.0,219
6164,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,937.19,4,4,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6165,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,410.0,193,193,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6175,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,950.0,20,20,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6176,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,16.5,32,32,DCP,15.0,22.0,8.0,6.0,35.0,257.0,28.0,-63.5,70.0,70.0,68.0,70.0,70.0,321
6179,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,800.0,25,25,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6182,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,280.0,15,15,DCP,15.0,51.0,0.0,6.0,35.0,119.0,28.0,-63.5,119.0,119.0,51.0,119.0,119.0,185
6188,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,173.0,90,90,DCP,15.0,20.0,0.0,6.0,35.0,220.0,28.0,-63.5,70.0,70.0,115.0,70.0,70.0,254
6189,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,410.0,227,227,DCP,15.0,39.0,0.0,6.0,35.0,288.0,28.0,-63.5,231.0,231.0,-27736.0,231.0,231.0,344
6195,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,47.99,10000,10000,DCP,15.0,21.0,2.0,6.0,35.0,222.0,28.0,-63.5,196.0,196.0,-466.0,196.0,196.0,264
6201,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,13,13,DCP,15.0,94.0,0.0,6.0,35.0,90.0,28.0,-63.5,147.0,147.0,37.0,147.0,147.0,211
6203,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,11.61,9,9,DCP,15.0,22.0,8.0,6.0,35.0,257.0,28.0,-63.5,70.0,70.0,68.0,70.0,70.0,321
6204,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,396.42,20,20,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6206,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,280.0,100,100,DCP,15.0,51.0,0.0,6.0,35.0,119.0,28.0,-63.5,119.0,119.0,51.0,119.0,119.0,185
6212,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,800.0,21,21,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6217,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,385.0,84,84,DCP,15.0,34.0,0.0,6.0,35.0,117.0,28.0,-63.5,119.0,119.0,32.0,119.0,119.0,168
6219,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,104.0,3,3,DCP,15.0,84.0,0.0,6.0,35.0,57.0,28.0,-63.5,140.0,140.0,36.0,140.0,140.0,162
6222,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,60.0,5,5,DCP,15.0,51.0,0.0,6.0,35.0,119.0,28.0,-63.5,119.0,119.0,51.0,119.0,119.0,185
6225,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,90,90,DCP,15.0,17.0,0.0,6.0,35.0,131.0,28.0,-63.5,161.0,161.0,-13.0,161.0,161.0,173
6239,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,29.84,14,14,DCP,15.0,7.0,0.0,6.0,35.0,159.0,28.0,-63.5,168.0,168.0,-3.0,168.0,168.0,194
6255,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,137.0,11,11,DCP,15.0,113.0,0.0,6.0,35.0,9.0,28.0,-63.5,140.0,140.0,0.0,140.0,140.0,135
6259,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,280,280,DCP,15.0,34.0,0.0,6.0,35.0,92.0,28.0,-63.5,154.0,154.0,0.0,154.0,154.0,150
6263,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,75.0,59,59,DCP,15.0,19.0,0.0,6.0,35.0,150.0,28.0,-63.5,168.0,168.0,1.0,168.0,168.0,186
6270,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,320,320,DCP,15.0,17.0,0.0,6.0,35.0,131.0,28.0,-63.5,161.0,161.0,-13.0,161.0,161.0,173
6271,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,10,10,DCP,15.0,10.0,4.0,6.0,35.0,106.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,127
6291,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,450,450,DCP,15.0,34.0,0.0,6.0,35.0,92.0,28.0,-63.5,154.0,154.0,0.0,154.0,154.0,150
6297,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,300,300,DCP,15.0,34.0,0.0,6.0,35.0,134.0,28.0,-63.5,182.0,182.0,-14.0,182.0,182.0,192
6316,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,43.0,10,10,DCP,15.0,50.0,0.0,6.0,35.0,168.0,28.0,-63.5,203.0,203.0,15.0,203.0,203.0,255
6346,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,-34.0,Laboratory,3397.985,2,2,DCP,19.0,47.0,1.0,5.0,84.0,108.0,34.5,13.0,133.0,133.0,-8.0,133.0,133.0,214
6347,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,1,1,DCP,19.0,147.0,0.0,5.0,84.0,27.0,34.5,13.0,154.0,154.0,17.0,154.0,154.0,228
6348,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,2,2,DCP,19.0,147.0,0.0,5.0,84.0,28.0,34.5,13.0,154.0,154.0,18.0,154.0,154.0,229
6354,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,177.5,10,10,DCP,15.0,7.0,0.0,6.0,35.0,159.0,28.0,-63.5,168.0,168.0,-3.0,168.0,168.0,194
6363,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,30.0,3,3,DCP,15.0,19.0,0.0,6.0,35.0,184.0,28.0,-63.5,196.0,196.0,3.0,196.0,196.0,236
6365,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,40.71,2,2,DCP,15.0,86.0,0.0,6.0,35.0,208.0,28.0,-63.5,301.0,301.0,13.0,301.0,301.0,336
6415,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,195.0,350,350,DCP,15.0,9.0,0.0,6.0,35.0,560.0,28.0,-63.5,259.0,259.0,7.0,259.0,259.0,612
6450,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-35.0,Laboratory,178.0,4,4,DCP,15.0,16.0,0.0,6.0,35.0,141.0,28.0,-63.5,133.0,133.0,0.0,133.0,133.0,178
6463,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,170,170,DCP,15.0,17.0,0.0,6.0,35.0,131.0,28.0,-63.5,161.0,161.0,-13.0,161.0,161.0,173
6471,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,100,100,DCP,15.0,20.0,0.0,6.0,35.0,170.0,28.0,-63.5,189.0,189.0,-1.0,189.0,189.0,211
6472,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-35.0,Laboratory,17.61,210,210,DCP,15.0,9.0,0.0,6.0,35.0,258.0,28.0,-63.5,259.0,259.0,-12.0,259.0,259.0,310
6475,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,10,10,DCP,15.0,10.0,4.0,6.0,35.0,106.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,127
6486,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,30.0,3,3,DCP,15.0,19.0,0.0,6.0,35.0,297.0,28.0,-63.5,308.0,308.0,-5.0,308.0,308.0,349
6505,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,150,150,DCP,15.0,14.0,0.0,6.0,35.0,126.0,28.0,-63.5,175.0,175.0,-5.0,175.0,175.0,183
6519,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,5,5,DCP,15.0,10.0,4.0,6.0,35.0,106.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,127
6523,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-35.0,Laboratory,137.0,16,16,DCP,15.0,16.0,0.0,6.0,35.0,141.0,28.0,-63.5,133.0,133.0,0.0,133.0,133.0,178
6524,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,29.84,14,14,DCP,15.0,7.0,0.0,6.0,35.0,92.0,28.0,-63.5,105.0,105.0,-7.0,105.0,105.0,127
6545,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,150,150,DCP,15.0,17.0,0.0,6.0,35.0,82.0,28.0,-63.5,105.0,105.0,-6.0,105.0,105.0,124
6552,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,130,130,DCP,15.0,30.0,0.0,6.0,35.0,68.0,28.0,-63.5,98.0,98.0,0.0,98.0,98.0,139
6563,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,180,180,DCP,15.0,17.0,0.0,6.0,35.0,82.0,28.0,-63.5,105.0,105.0,-6.0,105.0,105.0,124
6567,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,100,100,DCP,15.0,13.0,0.0,6.0,35.0,146.0,28.0,-63.5,168.0,168.0,-9.0,168.0,168.0,167
6574,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,100,100,DCP,15.0,5.0,0.0,6.0,35.0,121.0,28.0,-63.5,112.0,112.0,14.0,112.0,112.0,142
6588,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,35.0,3,3,DCP,15.0,19.0,0.0,6.0,35.0,184.0,28.0,-63.5,196.0,196.0,3.0,196.0,196.0,236
6607,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,95,95,DCP,15.0,39.0,0.0,6.0,35.0,158.0,28.0,-63.5,210.0,210.0,-14.0,210.0,210.0,221
6633,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,120,120,DCP,15.0,20.0,0.0,6.0,35.0,202.0,28.0,-63.5,217.0,217.0,0.0,217.0,217.0,243
6642,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,35.0,3,3,DCP,15.0,19.0,0.0,6.0,35.0,297.0,28.0,-63.5,308.0,308.0,-5.0,308.0,308.0,349
6666,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,18.91,4700,4700,DCP,15.0,35.0,0.0,6.0,35.0,37.0,28.0,-63.5,77.0,77.0,-5.0,77.0,77.0,242
6675,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,104.0,2,2,DCP,15.0,113.0,0.0,6.0,35.0,21.0,28.0,-63.5,140.0,140.0,0.0,140.0,140.0,147
6684,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,320,320,DCP,15.0,39.0,0.0,6.0,35.0,158.0,28.0,-63.5,210.0,210.0,-14.0,210.0,210.0,221
6687,Mozambique,Sea,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,12,12,DCP,15.0,43.0,0.0,6.0,35.0,128.0,28.0,-63.5,182.0,182.0,-11.0,182.0,182.0,200
6689,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,SD,-34.0,Laboratory,17800.0,2,2,DCP,19.0,15.0,0.0,5.0,84.0,134.0,34.5,13.0,154.0,154.0,-5.0,154.0,154.0,198
6745,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,90,90,DCP,15.0,20.0,0.0,6.0,35.0,133.0,28.0,-63.5,161.0,161.0,-8.0,161.0,161.0,174
6748,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,330,330,DCP,15.0,39.0,0.0,6.0,35.0,190.0,28.0,-63.5,238.0,238.0,-10.0,238.0,238.0,253
6755,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,1,1,DCP,19.0,147.0,0.0,5.0,84.0,28.0,34.5,13.0,154.0,154.0,19.0,154.0,154.0,230
6770,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,173.0,50,50,DCP,15.0,43.0,0.0,6.0,35.0,73.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,145
6777,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,80,80,DCP,15.0,34.0,0.0,6.0,35.0,134.0,28.0,-63.5,182.0,182.0,-14.0,182.0,182.0,192
6796,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,18.91,10200,10200,DCP,15.0,11.0,10.0,6.0,35.0,206.0,28.0,-63.5,196.0,196.0,21.0,196.0,196.0,250
6805,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,396.42,20,20,DCP,15.0,36.0,0.0,6.0,35.0,208.0,28.0,-63.5,175.0,175.0,5.0,175.0,175.0,261
6820,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,70,70,DCP,15.0,39.0,0.0,6.0,35.0,190.0,28.0,-63.5,238.0,238.0,-10.0,238.0,238.0,253
6825,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,173.0,50,50,DCP,15.0,14.0,1.0,6.0,35.0,216.0,28.0,-63.5,210.0,210.0,0.0,210.0,210.0,252
6831,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,35.0,2,2,DCP,15.0,19.0,0.0,6.0,35.0,244.0,28.0,-63.5,252.0,252.0,0.0,252.0,252.0,296
6832,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,330,330,DCP,15.0,17.0,0.0,6.0,35.0,131.0,28.0,-63.5,161.0,161.0,-13.0,161.0,161.0,173
6845,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,130,130,DCP,15.0,34.0,0.0,6.0,35.0,134.0,28.0,-63.5,182.0,182.0,-14.0,182.0,182.0,192
6849,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,177.5,26,26,DCP,15.0,15.0,3.0,6.0,35.0,171.0,28.0,-63.5,245.0,245.0,0.0,245.0,245.0,211
6865,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,52.0,210,210,DCP,15.0,13.0,0.0,6.0,35.0,146.0,28.0,-63.5,168.0,168.0,-9.0,168.0,168.0,167
6868,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-35.0,Laboratory,55.0,60,60,DCP,15.0,22.0,0.0,6.0,35.0,535.0,28.0,-63.5,378.0,378.0,7.0,378.0,378.0,569
6882,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,35.0,2,2,DCP,15.0,19.0,0.0,6.0,35.0,83.0,28.0,-63.5,112.0,112.0,-10.0,112.0,112.0,135
6890,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,10,10,DCP,15.0,14.0,1.0,6.0,35.0,203.0,28.0,-63.5,210.0,210.0,0.0,210.0,210.0,239
6928,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,63.0,6,6,DCP,15.0,113.0,0.0,6.0,35.0,9.0,28.0,-63.5,140.0,140.0,0.0,140.0,140.0,135
6938,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,10,10,DCP,15.0,50.0,0.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,2.0,140.0,140.0,179
6949,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,50,50,DCP,15.0,13.0,0.0,6.0,35.0,146.0,28.0,-63.5,168.0,168.0,-9.0,168.0,168.0,167
6953,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,1,1,DCP,19.0,147.0,0.0,5.0,84.0,20.0,34.5,13.0,154.0,154.0,10.0,154.0,154.0,221
6960,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,12,12,DCP,15.0,42.0,0.0,6.0,35.0,74.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,145
6981,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,330,330,DCP,15.0,39.0,0.0,6.0,35.0,190.0,28.0,-63.5,238.0,238.0,-10.0,238.0,238.0,253
7009,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,350,350,DCP,15.0,34.0,0.0,6.0,35.0,92.0,28.0,-63.5,154.0,154.0,0.0,154.0,154.0,150
7013,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-35.0,Laboratory,173.0,60,60,DCP,15.0,50.0,0.0,6.0,35.0,168.0,28.0,-63.5,203.0,203.0,15.0,203.0,203.0,255
7016,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,937.19,5,5,DCP,15.0,36.0,0.0,6.0,35.0,208.0,28.0,-63.5,175.0,175.0,5.0,175.0,175.0,261
7026,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,30.0,2,2,DCP,15.0,19.0,0.0,6.0,35.0,244.0,28.0,-63.5,252.0,252.0,0.0,252.0,252.0,296
7034,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,43.0,10,10,DCP,15.0,50.0,0.0,6.0,35.0,188.0,28.0,-63.5,231.0,231.0,7.0,231.0,231.0,275
7060,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,10,10,DCP,15.0,10.0,4.0,6.0,35.0,106.0,28.0,-63.5,126.0,126.0,-10.0,126.0,126.0,127
7080,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,1159.08,1,1,DCP,15.0,13.0,0.0,6.0,35.0,14.0,28.0,-63.5,28.0,28.0,-1.0,28.0,28.0,30
7099,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,31.0,100,100,DCP,15.0,30.0,0.0,6.0,35.0,92.0,28.0,-63.5,133.0,133.0,-11.0,133.0,133.0,163
7114,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-35.0,Laboratory,63.0,8,8,DCP,15.0,16.0,0.0,6.0,35.0,141.0,28.0,-63.5,133.0,133.0,0.0,133.0,133.0,178
7119,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,230,230,DCP,15.0,39.0,0.0,6.0,35.0,190.0,28.0,-63.5,238.0,238.0,-10.0,238.0,238.0,253
7121,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,50,50,DCP,15.0,34.0,0.0,6.0,35.0,92.0,28.0,-63.5,154.0,154.0,0.0,154.0,154.0,150
7148,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,30.0,2,2,DCP,15.0,19.0,0.0,6.0,35.0,83.0,28.0,-63.5,112.0,112.0,-10.0,112.0,112.0,135
7159,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,173.0,55,55,DCP,15.0,94.0,0.0,6.0,35.0,77.0,28.0,-63.5,140.0,140.0,24.0,140.0,140.0,198
7162,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,198.0,80,80,DCP,15.0,17.0,0.0,6.0,35.0,82.0,28.0,-63.5,105.0,105.0,-6.0,105.0,105.0,124
7177,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,55.0,200,200,DCP,15.0,39.0,0.0,6.0,35.0,158.0,28.0,-63.5,210.0,210.0,-14.0,210.0,210.0,221
7188,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,173.0,70,70,DCP,15.0,50.0,0.0,6.0,35.0,95.0,28.0,-63.5,140.0,140.0,5.0,140.0,140.0,182
7219,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,222,222,DCP,15.0,13.0,0.0,6.0,35.0,146.0,28.0,-63.5,168.0,168.0,-9.0,168.0,168.0,167
7225,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,-35.0,Laboratory,260.0,320,320,DCP,15.0,39.0,0.0,6.0,35.0,158.0,28.0,-63.5,210.0,210.0,-14.0,210.0,210.0,221
7253,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-34.0,Laboratory,3397.985,1,1,DCP,19.0,147.0,0.0,5.0,84.0,27.0,34.5,13.0,154.0,154.0,17.0,154.0,154.0,228
